night_date,year,month,min_temp,max_temp,avg_temp,hours_counted,is_tropical
2022-09-11,2022,9,28.1,37.8,31.8,12,1
2022-09-12,2022,9,27.7,36.7,30.7,12,1
2022-09-13,2022,9,27.0,28.8,27.8,12,1
2022-09-14,2022,9,25.5,29.2,27.3,12,1
2022-09-15,2022,9,27.4,41.0,33.7,12,1
2022-09-16,2022,9,27.6,32.3,29.6,12,1
2022-09-18,2022,9,26.9,30.6,28.0,12,1
2022-09-19,2022,9,27.9,30.5,28.8,12,1
2022-09-20,2022,9,28.3,35.8,31.3,12,1
2022-09-21,2022,9,26.0,39.3,32.0,12,1
2022-09-23,2022,9,26.0,30.3,27.5,12,1
2022-09-24,2022,9,26.0,28.3,27.0,12,1
2022-09-25,2022,9,25.5,28.2,27.0,12,1
2022-09-26,2022,9,25.4,28.5,27.2,12,1
2022-09-27,2022,9,27.1,29.8,28.2,12,1
2022-09-28,2022,9,30.8,34.0,32.1,12,1
2022-09-29,2022,9,27.5,39.8,30.4,12,1
2022-10-02,2022,10,25.2,29.9,27.2,12,1
2022-10-03,2022,10,28.1,32.1,30.6,12,1
2022-10-04,2022,10,26.9,30.4,28.3,12,1
2022-10-05,2022,10,25.8,41.7,33.4,12,1
2022-10-06,2022,10,26.9,32.2,28.8,12,1
2022-10-10,2022,10,26.3,32.0,28.8,12,1
2022-10-11,2022,10,25.1,30.1,27.1,12,1
2022-10-12,2022,10,28.9,40.3,33.2,12,1
2022-10-16,2022,10,25.9,28.4,26.8,12,1
2022-10-17,2022,10,25.9,36.7,29.0,12,1
2022-10-18,2022,10,26.4,32.5,29.9,12,1
2022-10-22,2022,10,25.1,33.5,27.9,12,1
2022-10-25,2022,10,25.8,28.0,26.6,12,1
2022-10-28,2022,10,26.4,32.2,28.5,12,1
2023-04-02,2023,4,26.7,39.9,32.0,12,1
2023-04-15,2023,4,25.3,32.2,28.5,12,1
2023-05-04,2023,5,27.9,31.0,29.0,12,1
2023-05-28,2023,5,25.7,28.5,26.7,12,1
2023-05-29,2023,5,26.3,38.1,31.7,12,1
2023-06-09,2023,6,25.9,28.5,27.3,12,1
2023-06-10,2023,6,27.4,29.3,28.5,12,1
2023-06-11,2023,6,26.8,33.5,29.6,12,1
2023-06-21,2023,6,25.9,28.5,27.1,12,1
2023-06-22,2023,6,25.8,32.0,28.3,12,1
2023-06-24,2023,6,25.6,30.8,28.3,12,1
2023-07-03,2023,7,25.9,28.5,26.6,12,1
2023-07-04,2023,7,25.4,28.4,26.5,12,1
2023-07-05,2023,7,25.4,28.5,26.7,12,1
2023-07-06,2023,7,25.6,28.0,26.5,12,1
2023-07-07,2023,7,25.2,28.0,26.6,12,1
2023-07-08,2023,7,26.5,28.6,27.3,12,1
2023-07-09,2023,7,27.2,29.6,27.8,12,1
2023-07-10,2023,7,25.6,27.8,26.2,12,1
2023-07-12,2023,7,26.6,30.8,27.5,12,1
2023-07-13,2023,7,25.4,28.9,26.7,12,1
2023-07-14,2023,7,25.9,27.5,26.6,12,1
2023-07-15,2023,7,25.1,28.5,26.8,12,1
2023-07-17,2023,7,25.8,28.2,26.6,12,1
2023-07-18,2023,7,25.5,30.6,27.7,12,1
2023-07-19,2023,7,26.3,30.5,28.2,12,1
2023-07-20,2023,7,25.9,29.1,27.5,12,1
2023-07-21,2023,7,25.8,27.8,26.7,12,1
2023-07-22,2023,7,25.3,28.2,26.6,12,1
2023-07-26,2023,7,25.9,28.2,26.8,12,1
2023-07-27,2023,7,28.7,34.8,30.8,12,1
2023-07-28,2023,7,26.0,31.2,28.2,12,1
2023-07-29,2023,7,27.0,30.0,28.1,12,1
2023-07-30,2023,7,26.5,29.2,27.8,12,1
2023-07-31,2023,7,25.2,27.0,25.9,12,1
2023-08-02,2023,8,25.8,27.7,26.5,12,1
2023-08-03,2023,8,25.3,28.2,26.5,12,1
2023-08-04,2023,8,25.6,28.0,26.5,12,1
2023-08-05,2023,8,26.1,29.1,27.2,12,1
2023-08-10,2023,8,25.4,27.1,26.0,12,1
2023-08-11,2023,8,25.8,28.6,26.9,12,1
2023-08-12,2023,8,25.5,28.5,27.0,12,1
2023-08-13,2023,8,26.1,28.5,27.0,12,1
2023-08-14,2023,8,26.5,28.7,27.3,12,1
2023-08-15,2023,8,26.1,28.8,27.2,12,1
2023-08-16,2023,8,26.9,30.6,28.3,12,1
2023-08-17,2023,8,26.8,28.4,27.5,12,1
2023-08-18,2023,8,25.5,28.1,26.5,12,1
2023-08-19,2023,8,27.0,35.2,31.3,12,1
2023-08-20,2023,8,27.0,33.9,29.0,12,1
2023-08-21,2023,8,27.1,28.8,27.8,12,1
2023-08-22,2023,8,25.9,28.8,27.0,12,1
2023-08-23,2023,8,27.1,30.2,28.2,12,1
2023-08-24,2023,8,26.1,31.4,29.0,12,1
2023-08-25,2023,8,27.8,31.4,29.2,12,1
2023-08-26,2023,8,27.2,30.6,28.7,12,1
2023-08-27,2023,8,27.6,33.0,29.4,12,1
2023-08-28,2023,8,25.5,30.6,27.9,12,1
2023-08-29,2023,8,26.9,32.5,29.2,12,1
2023-08-30,2023,8,25.6,30.6,27.9,12,1
2023-08-31,2023,8,27.4,29.3,27.9,12,1
2023-09-01,2023,9,27.7,31.2,28.4,12,1
2023-09-02,2023,9,28.0,37.2,30.2,12,1
2023-09-03,2023,9,28.7,37.8,31.6,12,1
2023-09-04,2023,9,26.9,32.5,29.8,12,1
2023-09-05,2023,9,27.2,33.1,29.5,12,1
2023-09-06,2023,9,27.2,30.3,28.7,12,1
2023-09-07,2023,9,26.8,30.2,28.2,12,1
2023-09-08,2023,9,27.5,29.5,28.3,12,1
2023-09-09,2023,9,27.2,31.5,28.9,12,1
2023-09-10,2023,9,27.6,31.2,29.0,12,1
2023-09-11,2023,9,27.7,32.2,29.4,12,1
2023-09-12,2023,9,27.7,29.9,28.5,12,1
2023-09-13,2023,9,27.8,30.6,28.8,12,1
2023-09-14,2023,9,28.6,31.6,29.8,12,1
2023-09-15,2023,9,26.0,31.1,28.2,12,1
2023-09-16,2023,9,25.5,29.0,27.2,12,1
2023-09-17,2023,9,25.9,29.5,28.1,12,1
2023-09-18,2023,9,26.5,29.5,27.5,12,1
2023-09-19,2023,9,27.4,31.9,29.2,12,1
2023-09-20,2023,9,27.2,31.7,29.3,12,1
2023-09-21,2023,9,26.8,30.7,28.4,12,1
2023-09-22,2023,9,27.5,31.2,28.9,12,1
2023-09-23,2023,9,26.6,31.8,29.0,12,1
2023-09-24,2023,9,26.4,31.1,28.5,12,1
2023-09-25,2023,9,27.7,31.1,28.7,12,1
2023-09-26,2023,9,27.4,36.5,29.9,12,1
2023-09-27,2023,9,28.3,30.6,29.2,12,1
2023-09-28,2023,9,27.8,38.3,31.6,12,1
2023-09-29,2023,9,30.0,39.9,32.9,12,1
2023-09-30,2023,9,25.8,33.4,29.2,12,1
2023-10-01,2023,10,25.4,34.4,29.3,12,1
2023-10-02,2023,10,27.3,34.0,29.3,12,1
2023-10-03,2023,10,26.5,30.0,27.9,12,1
2023-10-04,2023,10,26.7,30.2,28.4,12,1
2023-10-05,2023,10,27.2,31.3,28.9,12,1
2023-10-06,2023,10,28.0,30.5,29.0,12,1
2023-10-07,2023,10,27.5,31.5,28.9,12,1
2023-10-08,2023,10,26.1,30.2,28.4,12,1
2023-10-09,2023,10,26.3,30.1,28.1,12,1
2023-10-10,2023,10,26.1,30.8,28.2,12,1
2023-10-11,2023,10,27.0,30.0,28.3,12,1
2023-10-12,2023,10,26.6,30.5,28.3,12,1
2023-10-13,2023,10,27.0,30.9,28.8,12,1
2023-10-14,2023,10,27.6,31.6,29.4,12,1
2023-10-15,2023,10,25.4,39.6,30.9,12,1
2023-10-16,2023,10,26.3,32.4,28.7,12,1
2023-10-17,2023,10,25.4,31.0,28.0,12,1
2023-10-18,2023,10,25.6,29.1,27.4,12,1
2023-10-19,2023,10,25.9,31.4,28.5,12,1
2023-10-25,2023,10,28.6,36.8,30.8,12,1
2023-10-26,2023,10,28.1,39.6,33.1,12,1
2023-11-01,2023,11,27.0,39.2,32.0,12,1
2023-11-02,2023,11,25.6,39.0,29.5,12,1
2023-11-03,2023,11,25.5,32.5,28.1,12,1
2023-11-18,2023,11,25.1,36.0,29.7,12,1
2023-11-19,2023,11,25.9,36.7,30.6,12,1
2024-04-03,2024,4,25.5,35.9,29.9,12,1
2024-04-13,2024,4,28.2,35.3,30.5,12,1
2024-04-14,2024,4,26.1,30.4,27.8,12,1
2024-05-25,2024,5,26.5,31.5,28.5,12,1
2024-05-27,2024,5,26.0,33.2,27.8,12,1
2024-06-11,2024,6,26.5,29.9,28.1,12,1
2024-06-12,2024,6,26.2,33.3,28.9,12,1
2024-06-13,2024,6,25.8,29.2,26.7,12,1
2024-06-20,2024,6,26.1,29.5,27.0,12,1
2024-06-21,2024,6,25.8,29.1,27.1,12,1
2024-06-27,2024,6,26.5,28.5,27.0,12,1
2024-06-28,2024,6,27.2,35.1,28.9,12,1
2024-07-09,2024,7,25.2,29.1,27.1,12,1
2024-07-21,2024,7,25.1,27.4,26.0,12,1
2024-07-23,2024,7,25.1,27.2,25.9,12,1
2024-07-24,2024,7,25.2,27.6,26.2,12,1
2024-08-02,2024,8,25.1,27.9,26.1,12,1
2024-08-03,2024,8,25.6,29.0,27.2,12,1
2024-08-04,2024,8,25.3,27.5,26.2,12,1
2024-08-08,2024,8,25.5,27.9,26.3,12,1
2024-08-09,2024,8,25.1,27.5,25.9,12,1
2024-08-10,2024,8,25.9,29.1,27.2,12,1
2024-08-11,2024,8,26.5,29.2,27.5,12,1
2024-08-13,2024,8,25.1,27.1,25.9,12,1
2024-08-14,2024,8,26.2,27.6,26.6,12,1
2024-08-15,2024,8,26.0,30.0,27.5,12,1
2024-08-16,2024,8,27.1,29.2,27.8,12,1
2024-08-17,2024,8,26.2,28.8,27.3,12,1
2024-08-18,2024,8,25.1,27.0,25.8,12,1
2024-08-19,2024,8,25.1,26.5,25.7,12,1
2024-08-21,2024,8,26.4,28.0,27.1,12,1
2024-08-22,2024,8,26.5,28.8,27.2,12,1
2024-08-23,2024,8,26.6,28.4,27.2,12,1
2024-08-25,2024,8,26.7,29.2,27.6,12,1
2024-08-26,2024,8,26.8,28.9,27.6,12,1
2024-08-27,2024,8,26.7,29.0,27.5,12,1
2024-08-28,2024,8,28.9,33.2,30.7,12,1
2024-08-29,2024,8,27.9,32.5,29.4,12,1
2024-08-30,2024,8,26.4,29.5,27.8,12,1
2024-08-31,2024,8,26.2,29.3,27.3,12,1
2024-09-01,2024,9,26.5,29.9,27.8,12,1
2024-09-02,2024,9,25.6,28.6,27.0,12,1
2024-09-03,2024,9,25.8,27.5,26.5,12,1
2024-09-09,2024,9,26.0,33.7,28.7,12,1
2024-09-10,2024,9,25.6,35.0,28.2,12,1
2024-09-20,2024,9,25.1,27.2,25.7,12,1
2024-09-21,2024,9,25.2,28.5,26.2,12,1
2024-09-22,2024,9,25.6,32.6,28.0,12,1
2024-09-23,2024,9,25.3,33.2,28.1,12,1
2024-09-25,2024,9,26.8,31.0,29.0,12,1
2024-09-26,2024,9,25.1,27.4,25.8,12,1
2024-09-28,2024,9,26.2,29.1,27.3,12,1
2024-09-29,2024,9,30.1,33.5,31.6,12,1
2024-09-30,2024,9,28.8,37.8,31.9,12,1
2024-10-01,2024,10,28.0,32.3,29.2,12,1
2024-10-02,2024,10,26.4,31.0,29.0,12,1
2024-10-03,2024,10,25.4,28.8,26.7,12,1
2024-10-04,2024,10,25.9,28.7,27.1,12,1
2024-10-05,2024,10,25.5,28.5,26.6,12,1
2024-10-07,2024,10,28.0,33.0,29.6,12,1
2024-10-08,2024,10,29.4,32.1,30.6,12,1
2024-10-09,2024,10,30.0,38.2,34.0,12,1
2024-10-10,2024,10,25.5,34.9,28.8,12,1
2024-10-11,2024,10,26.1,27.9,26.9,12,1
2024-10-12,2024,10,25.1,27.8,26.3,12,1
2024-10-13,2024,10,25.2,28.9,26.7,12,1
2024-10-14,2024,10,26.6,31.3,28.2,12,1
2024-10-15,2024,10,27.0,31.0,28.4,12,1
2024-10-17,2024,10,29.6,31.2,30.2,12,1
2024-10-18,2024,10,28.2,40.6,32.8,12,1
2024-10-19,2024,10,25.1,39.1,31.0,12,1
2024-10-20,2024,10,29.3,39.9,32.7,12,1
2024-10-21,2024,10,25.1,38.2,31.0,12,1
2024-10-24,2024,10,27.2,37.1,31.6,12,1
2024-10-25,2024,10,26.2,37.5,31.6,12,1
2024-10-31,2024,10,26.8,34.7,29.3,12,1
2024-12-14,2024,12,26.4,36.8,30.7,12,1
2024-12-15,2024,12,26.0,35.9,30.4,12,1
2025-03-17,2025,3,25.7,36.8,30.5,12,1
2025-04-24,2025,4,26.1,30.4,27.6,12,1
2025-04-25,2025,4,26.2,27.5,26.8,12,1
2025-04-26,2025,4,27.4,31.6,28.5,12,1
2025-04-29,2025,4,26.5,28.8,28.0,12,1
2025-05-14,2025,5,25.5,34.3,30.1,12,1
2025-05-21,2025,5,26.8,30.2,28.7,12,1
2025-05-22,2025,5,28.7,35.5,30.3,12,1
2025-05-26,2025,5,29.6,33.1,31.5,12,1
2025-05-27,2025,5,30.4,34.3,32.8,12,1
2025-05-28,2025,5,27.9,32.7,29.1,12,1
2025-06-03,2025,6,27.4,34.9,31.6,12,1
2025-06-04,2025,6,31.4,42.3,36.3,12,1
2025-06-05,2025,6,27.3,32.0,28.7,12,1
2025-06-08,2025,6,25.9,28.4,26.6,12,1
2025-06-09,2025,6,26.9,28.5,27.4,12,1
2025-06-10,2025,6,28.4,33.7,31.2,12,1
2025-07-22,2025,7,25.8,28.0,26.5,12,1
2025-07-27,2025,7,25.1,27.1,25.6,12,1
2025-07-28,2025,7,25.1,27.1,25.8,12,1
2025-07-29,2025,7,25.3,27.1,25.9,12,1
2025-08-04,2025,8,25.5,29.5,26.9,12,1
2025-08-05,2025,8,26.1,29.6,27.2,12,1
2025-08-06,2025,8,25.6,28.4,26.7,12,1
2025-08-07,2025,8,25.5,27.3,26.1,12,1
2025-08-08,2025,8,25.2,27.4,26.1,12,1
2025-08-09,2025,8,26.4,29.2,27.5,12,1
2025-08-10,2025,8,27.1,30.0,28.1,12,1
2025-08-11,2025,8,26.8,28.5,27.3,12,1
2025-08-12,2025,8,26.0,27.8,26.7,12,1
2025-08-13,2025,8,26.0,28.6,26.9,12,1
2025-08-14,2025,8,26.1,28.6,27.1,12,1
2025-08-15,2025,8,26.1,28.1,26.9,12,1
2025-08-16,2025,8,26.1,28.4,27.1,12,1
2025-08-17,2025,8,27.3,30.2,28.4,12,1
2025-08-18,2025,8,27.3,30.4,28.2,12,1
2025-08-19,2025,8,26.3,28.4,27.1,12,1
2025-08-20,2025,8,26.4,28.6,27.2,12,1
2025-08-21,2025,8,25.7,28.8,27.2,12,1
2025-08-22,2025,8,25.9,27.2,26.5,12,1
2025-08-23,2025,8,27.4,28.8,27.8,12,1
2025-08-24,2025,8,27.1,29.1,27.8,12,1
2025-08-25,2025,8,30.0,32.3,31.4,12,1
2025-08-26,2025,8,25.8,29.6,27.4,12,1
2025-08-27,2025,8,26.1,29.0,27.3,12,1
2025-08-28,2025,8,25.1,28.8,26.6,12,1
2025-08-29,2025,8,26.9,28.0,27.2,12,1
2025-08-30,2025,8,27.1,28.9,27.5,12,1
2025-08-31,2025,8,26.9,30.9,29.4,12,1
2025-09-01,2025,9,26.5,29.8,27.6,12,1
2025-09-02,2025,9,26.5,28.6,27.1,12,1
2025-09-03,2025,9,26.5,30.7,28.1,12,1
2025-09-04,2025,9,26.5,28.9,27.3,12,1
2025-09-05,2025,9,26.2,28.2,27.0,12,1
2025-09-07,2025,9,26.1,28.1,26.9,12,1
2025-09-08,2025,9,27.4,30.4,28.3,12,1
2025-09-09,2025,9,25.7,30.8,27.8,12,1
2025-09-10,2025,9,26.9,30.4,28.4,12,1
2025-09-11,2025,9,29.6,34.7,30.6,12,1
2025-09-12,2025,9,27.7,32.3,29.4,12,1
2025-09-13,2025,9,27.5,30.6,28.7,12,1
2025-09-14,2025,9,27.2,30.2,28.3,12,1
2025-09-15,2025,9,26.7,30.2,28.1,12,1
2025-09-16,2025,9,27.6,29.9,28.7,12,1
2025-09-17,2025,9,28.1,31.9,29.3,12,1
2025-09-18,2025,9,28.5,30.0,29.0,12,1
2025-09-19,2025,9,28.0,31.4,29.1,12,1
2025-09-20,2025,9,27.0,30.1,28.2,12,1
2025-09-21,2025,9,27.1,30.1,28.2,12,1
2025-09-22,2025,9,28.2,29.6,28.6,12,1
2025-09-23,2025,9,26.6,29.5,27.8,12,1
2025-09-24,2025,9,26.7,29.1,27.6,12,1
2025-09-25,2025,9,27.4,30.9,28.7,12,1
2025-09-26,2025,9,30.2,38.8,31.9,12,1
2025-09-27,2025,9,30.8,38.3,32.3,12,1
2025-09-28,2025,9,29.3,40.8,34.4,12,1
2025-09-29,2025,9,27.0,32.9,29.4,12,1
2025-10-02,2025,10,27.0,32.2,28.7,12,1
2025-10-03,2025,10,28.9,33.5,29.9,12,1
2025-10-04,2025,10,28.5,36.7,31.6,12,1
2025-10-05,2025,10,26.8,40.0,32.6,12,1
2025-10-06,2025,10,26.8,36.2,31.2,12,1
2025-10-08,2025,10,26.7,29.5,27.8,12,1
2025-10-09,2025,10,27.1,29.9,28.1,12,1
2025-10-10,2025,10,29.8,32.4,30.6,12,1
2025-10-11,2025,10,27.2,32.1,28.8,12,1
2025-10-12,2025,10,26.4,30.8,27.7,12,1
2025-10-13,2025,10,26.3,30.0,27.7,12,1
2025-10-14,2025,10,25.9,30.1,27.2,12,1
2025-10-15,2025,10,26.5,29.6,27.6,12,1
2025-10-21,2025,10,27.4,29.2,28.4,12,1
2025-10-22,2025,10,27.8,31.9,28.9,12,1
2025-10-23,2025,10,28.0,39.0,30.0,12,1
2025-10-24,2025,10,28.0,37.7,31.0,12,1
2025-10-25,2025,10,28.9,39.7,33.8,12,1
2025-10-26,2025,10,25.4,34.5,29.9,12,1
2025-10-27,2025,10,28.0,40.5,32.5,12,1
2025-10-28,2025,10,26.9,39.6,32.5,12,1
2025-10-29,2025,10,27.4,30.5,28.7,12,1
2025-10-30,2025,10,26.0,30.9,27.9,12,1
2025-11-01,2025,11,26.8,37.5,31.8,12,1
2025-11-02,2025,11,28.0,38.8,32.7,12,1
2025-11-03,2025,11,29.0,38.5,33.1,12,1
2025-11-04,2025,11,28.6,37.8,32.2,12,1
2025-11-30,2025,11,25.1,31.4,27.8,12,1
